CODCONTA,CODMOV,CODTIPMOV,DATA,VALOR,OBS,DOCUMENTO,CODFORNEC,DATAEMISSAO,MES,IDREMESSA,VINCULADO,SALDOANT,SALDOATUAL,CODCAIXA_LANC,IDCODDESP_LANC,DEPOSITO_VINC,DESBLOQ_DEP,SELECIONADO,ORIGEM_LANC,ORIGEM_IDLANC,CONC_CONCILIADO,CONC_DATA,CONC_NUMERO,CONC_VALOR,CONC_OPERACAO,CONC_TIPOCONC
2,2212,98,2024-01-09,95300,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1469,0,,0,,,1,2024-01-09,PIX_DEB   24227,95300,-,2
2,2213,99,2024-01-09,1610.86,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1470,,,,,,,,,,,
2,2214,99,2024-01-09,1225.95,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1471,,,,,,,,,,,
2,2215,99,2024-01-09,36416.93,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1472,,,,,,,,,,,
2,2216,99,2024-01-09,371.47,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1473,,,,,,,,,,,
2,2217,99,2024-01-09,7529.36,Salario-Base  DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1474,,,,,,,,,,,
2,2218,99,2024-01-09,3288.71,Salario-Base  DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1475,,,,,,,,,,,
2,2219,99,2024-01-09,3497.24,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1476,,,,,,,,,,,
2,2220,99,2024-01-09,2781.83,Salario Base (csp) DEB. FOLHA DE PAGTO,,0,,01/2024,0,0,,,,1477,,,,,,,,,,,
2,2221,4,2024-01-09,17000,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,629,,,,,,
2,2222,99,2024-01-09,260,Pro-labore PACONTE BANHO CACHORROS,,0,,01/2024,0,0,,,,1478,,,,,,,,,,,
2,2223,98,2024-01-09,19000,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1479,0,,0,,,1,2024-01-09,PIX_DEB   04571,19000,-,2
2,2224,99,2024-01-09,557.39,Pagamento de terceiros - FACEMS/NAV POST,,0,,01/2024,0,0,,,,1480,,,,,,,,,,,
2,2225,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU ELLE,,0,,01/2024,0,0,,,,1481,,,,,,,,,,,
2,2226,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU ESTE,,0,,01/2024,0,0,,,,1482,,,,,,,,,,,
2,2227,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU MARI,,0,,01/2024,0,0,,,,1483,,,,,,,,,,,
2,2228,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU FERN,,0,,01/2024,0,0,,,,1484,,,,,,,,,,,
2,2229,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU FABI,,0,,01/2024,0,0,,,,1485,,,,,,,,,,,
2,2230,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU FERN,,0,,01/2024,0,0,,,,1486,,,,,,,,,,,
2,2231,99,2024-01-09,390.64,Despesas de copa (csp) CAFÉ,,0,,01/2024,0,0,,,,1487,,,,,,,,,,,
2,2232,99,2024-01-09,391.53,Direitos de uso de softwares SISTEMA COL,,0,,01/2024,0,0,,,,1488,,,,,,,,,,,
2,2233,99,2024-01-09,1882.28,Pagamento de salário (csp) SOLANGE DA SI,,0,,01/2024,0,0,,,,1489,,,,,,,,,,,
2,2234,99,2024-01-09,3432,Pagamento de salario WANIA APARECIDA DE ,,0,,01/2024,0,0,,,,1490,,,,,,,,,,,
2,2235,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU CASS,,0,,01/2024,0,0,,,,1491,,,,,,,,,,,
2,2236,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU RICA,,0,,01/2024,0,0,,,,1492,,,,,,,,,,,
2,2237,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU DHYS,,0,,01/2024,0,0,,,,1493,,,,,,,,,,,
2,2238,99,2024-01-09,102.3,Direitos de uso de softwares SISTEMA COL,,0,,01/2024,0,0,,,,1494,,,,,,,,,,,
2,2239,99,2024-01-09,148.74,Pagamento de terceiros - FACEMS/DOU CAMI,,0,,01/2024,0,0,,,,1495,,,,,,,,,,,
2,2240,99,2024-01-09,59,Pagamento de terceiros - FACEMS/DOU GUIL,,0,,01/2024,0,0,,,,1496,,,,,,,,,,,
2,2241,4,2024-01-10,454.57,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,630,1,2024-01-10,PIX_CRED  00744,454.57,+,3
2,2242,4,2024-01-10,903.8,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,631,1,2024-01-10,PIX_CRED  02585,903.8,+,3
2,2243,99,2024-01-10,200,Pagamento de terceiros - CEI/ITAQ INTERN,,0,,01/2024,0,0,,,,1497,,,,,,1,2024-01-10,232662042 07093,200,-,3
2,2244,99,2024-01-10,59,Pagamento de terceiros - FACEMS/DOU DANI,,0,,01/2024,0,0,,,,1498,,,,,,1,2024-01-10,38733648000140,59,-,3
2,2245,99,2024-01-10,30,Pagamento de terceiros - FACEMS/NAV IP F,,0,,01/2024,0,0,,,,1499,,,,,,1,2024-01-10,01412262000126,30,-,3
2,2246,99,2024-01-10,340,Conservação e limpeza (csp) PROD. LIMPEZ,,0,,01/2024,0,0,,,,1500,,,,,,1,2024-01-10,00250421000170,340,-,3
2,2247,99,2024-01-10,59,Pagamento de terceiros - FACEMS/DOU THAI,,0,,01/2024,0,0,,,,1501,,,,,,,,,,,
2,2248,99,2024-01-10,225.59,Material de expediente (csp) PAPELARIA,,0,,01/2024,0,0,,,,1502,,,,,,1,2024-01-10,PIX_DEB   01729,225.59,-,3
2,2249,99,2024-01-10,84.14,Pro-labore CONTA VIVO MAE ELAINE,,0,,01/2024,0,0,,,,1503,,,,,,1,2024-01-10,VIVO MS-G 02558,84.14,-,3
2,2250,99,2024-01-10,71.42,Pagamento de terceiros - FACEMS/DOU CONT,,0,,01/2024,0,0,,,,1504,,,,,,,,,,,
2,2251,99,2024-01-10,59,Pagamento de terceiros - FACEMS/DOU ALIN,,0,,01/2024,0,0,,,,1505,,,,,,,,,,,
2,2252,99,2024-01-10,85,Pro-labore INTERNET CASA ELAINE,,0,,01/2024,0,0,,,,1506,,,,,,,,,,,
2,2253,99,2024-01-10,30,Pagamento de terceiros - FACEMS/LAB IP F,,0,,01/2024,0,0,,,,1507,,,,,,,,,,,
2,2254,99,2024-01-10,59,Pagamento de terceiros - FACEMS/NAV ROBS,,0,,01/2024,0,0,,,,1508,,,,,,,,,,,
2,2255,99,2024-01-10,119,Internet (csp) INTERNET CN,,0,,01/2024,0,0,,,,1509,,,,,,,,,,,
2,2256,99,2024-01-10,59,Pagamento de terceiros - FACEMS/NAV LUCE,,0,,01/2024,0,0,,,,1510,,,,,,,,,,,
2,2257,99,2024-01-10,119,Pagamento de terceiros - FACEMS/LAB INTE,,0,,01/2024,0,0,,,,1511,,,,,,,,,,,
2,2258,99,2024-01-10,478.8,Direitos de uso de softwares SISTEMA ,,0,,01/2024,0,0,,,,1512,,,,,,1,2024-01-10,03331556000159,478.8,-,3
2,2259,99,2024-01-10,119,Pagamento de terceiros - FACEMS/NAV INTE,,0,,01/2024,0,0,,,,1513,,,,,,,,,,,
2,2260,99,2024-01-10,59,Pagamento de terceiros - FACEMS/NAV ALBE,,0,,01/2024,0,0,,,,1514,,,,,,,,,,,
2,2261,99,2024-01-10,190,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,01/2024,0,0,,,,1515,,,,,,1,2024-01-10,46836751000143,190,-,3
2,2262,99,2024-01-10,20,Internet IP FIXO CN,,0,,01/2024,0,0,,,,1516,,,,,,,,,,,
2,2263,99,2024-01-10,59,Pagamento de terceiros - FACEMS/NAV ADRI,,0,,01/2024,0,0,,,,1517,,,,,,,,,,,
2,2264,99,2024-01-10,719.54,Pagamento de terceiros - FACEMS/DOU ENER,,0,,01/2024,0,0,,,,1518,,,,,,1,2024-01-10,15413826000150,719.54,-,3
2,2265,99,2024-01-10,179.17,Pro-labore CONTA VIVO ELAINE,,0,,01/2024,0,0,,,,1519,,,,,,,,,,,
2,2266,4,2024-01-10,3000,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,632,1,2024-01-10,PIX_CRED  00328,3000,+,3
2,2267,99,2024-01-10,900,Pagamento de terceiros - CN/NAV TREINO F,,0,,01/2024,0,0,,,,1520,,,,,,1,2024-01-10,CX338403  59522,900,-,3
2,2268,4,2024-01-10,1141,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,633,1,2024-01-10,CX376268  00459,1141,+,3
2,2269,99,2024-01-10,0.77,Tarifas bancárias TARIFA COM LIQUIDAÇAO ,,0,,01/2024,0,0,,,,1521,,,,,,1,2024-01-10,COB000001 -29,0.77,-,3
2,2270,4,2024-01-11,1200,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,634,1,2024-01-11,COB000001 -1,1200,+,3
2,2271,98,2024-01-11,3000,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1522,0,,0,,,1,2024-01-11,PIX_DEB   04571,3000,-,2
2,2272,4,2024-01-11,720,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,635,1,2024-01-11,PIX_CRED  02733,720,+,3
2,2273,4,2024-01-11,2299.03,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,636,1,2024-01-11,502257302 -4,2299.03,+,3
2,2274,4,2024-01-11,894.7,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,637,1,2024-01-11,502257306 -5,894.7,+,3
2,2275,99,2024-01-11,78.5,Manutenção e conservação predial (csp) c,,0,,01/2024,0,0,,,,1523,,,,,,1,2024-01-11,PIX_DEB   75104,78.5,-,3
2,2276,99,2024-01-11,4420,Pagamento de salário (csp) ROSEMAR RODRI,,0,,01/2024,0,0,,,,1524,,,,,,1,2024-01-11,PIX_DEB   82983,4420,-,3
2,2277,4,2024-01-11,879.45,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,638,1,2024-01-11,PIX_CRED  04096,879.45,+,3
2,2278,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV HEBE,,0,,01/2024,0,0,,,,1525,,,,,,1,2024-01-11,38733648000140,59,-,3
2,2279,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV EDIC,,0,,01/2024,0,0,,,,1526,,,,,,,,,,,
2,2280,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV JEAN,,0,,01/2024,0,0,,,,1527,,,,,,,,,,,
2,2281,99,2024-01-11,925,Pagamento de terceiros - FACEMS/NAV FERI,,0,,01/2024,0,0,,,,1528,,,,,,1,2024-01-11,PIX_DEB   01726,925,-,3
2,2282,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV THAI,,0,,01/2024,0,0,,,,1529,,,,,,,,,,,
2,2283,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV THAI,,0,,01/2024,0,0,,,,1530,,,,,,,,,,,
2,2284,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV NICO,,0,,01/2024,0,0,,,,1531,,,,,,,,,,,
2,2285,99,2024-01-11,59,Pagamento de terceiros - FACEMS/NAV ANDR,,0,,01/2024,0,0,,,,1532,,,,,,,,,,,
2,2286,99,2024-01-11,59,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,01/2024,0,0,,,,1533,,,,,,,,,,,
2,2287,99,2024-01-11,59,Pagamento de terceiros - FACEMS/ITAQ GES,,0,,01/2024,0,0,,,,1534,,,,,,,,,,,
2,2288,99,2024-01-11,59,Pagamento de terceiros - FACEMS/ITAQ GES,,0,,01/2024,0,0,,,,1535,,,,,,,,,,,
2,2289,99,2024-01-11,59,Pagamento de terceiros - FACEMS/ITAQ AMA,,0,,01/2024,0,0,,,,1536,,,,,,,,,,,
2,2290,4,2024-01-12,1000,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,639,1,2024-01-12,PIX_CRED  59630,1000,+,3
2,2291,4,2024-01-12,1000,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,640,1,2024-01-12,PIX_CRED  06248,1000,+,3
2,2292,4,2024-01-12,2300,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,641,1,2024-01-12,CX617369  04730,2300,+,3
2,2293,99,2024-01-12,59,Pagamento de terceiros - FACEMS/NAV NATH,,0,,01/2024,0,0,,,,1537,,,,,,1,2024-01-12,38733648000140,59,-,3
2,2294,99,2024-01-12,59,Pagamento de terceiros - FACEMS/NAV MAIA,,0,,01/2024,0,0,,,,1538,,,,,,,,,,,
2,2295,99,2024-01-12,43.21,Pagamento de terceiros - FACEMS/DOU AGEI,,0,,01/2024,0,0,,,,1539,,,,,,,,,,,
2,2296,99,2024-01-12,59,Pagamento de terceiros - FACEMS/NAV MATH,,0,,01/2024,0,0,,,,1540,,,,,,,,,,,
2,2297,99,2024-01-12,59,Pagamento de terceiros - FACEMS/NAV WILL,,0,,01/2024,0,0,,,,1541,,,,,,,,,,,
2,2298,99,2024-01-12,59,Pagamento de terceiros - FACEMS/ITAQ JOA,,0,,01/2024,0,0,,,,1542,,,,,,,,,,,
2,2299,99,2024-01-12,43.21,Pagamento de terceiros - FACEMS/DOU BRUN,,0,,01/2024,0,0,,,,1543,,,,,,,,,,,
2,2300,99,2024-01-12,59,Pagamento de terceiros - FACEMS/ITAQ LUZ,,0,,01/2024,0,0,,,,1544,,,,,,,,,,,
2,2301,99,2024-01-12,59,Pagamento de terceiros - FACEMS/ITAQ MAR,,0,,01/2024,0,0,,,,1545,,,,,,,,,,,
2,2302,99,2024-01-12,43.21,Pagamento de terceiros - FACEMS/DOU EDUA,,0,,01/2024,0,0,,,,1546,,,,,,,,,,,
2,2303,99,2024-01-12,59,Pagamento de terceiros - FACEMS/ITAQ JEN,,0,,01/2024,0,0,,,,1547,,,,,,,,,,,
2,2304,99,2024-01-12,59,Pagamento de terceiros - FACEMS/ITAQ VAL,,0,,01/2024,0,0,,,,1548,,,,,,,,,,,
2,2305,99,2024-01-12,59,Pagamento de terceiros - FACEMS/DOU ALIN,,0,,01/2024,0,0,,,,1549,,,,,,,,,,,
2,2306,99,2024-01-12,43.21,Pagamento de terceiros - FACEMS/DOU ELLE,,0,,01/2024,0,0,,,,1550,,,,,,,,,,,
2,2307,99,2024-01-12,43.21,Pagamento de terceiros - FACEMS/DOU PEDR,,0,,01/2024,0,0,,,,1551,,,,,,,,,,,
2,2308,99,2024-01-12,59,Pagamento de terceiros - FACEMS/DOU LAER,,0,,01/2024,0,0,,,,1552,,,,,,,,,,,
2,2309,99,2024-01-12,43.25,Pagamento de terceiros - FACEMS/DOU TIAG,,0,,01/2024,0,0,,,,1553,,,,,,,,,,,
2,2310,99,2024-01-12,59,Pagamento de terceiros - FACEMS/DOU LUIZ,,0,,01/2024,0,0,,,,1554,,,,,,,,,,,
2,2311,99,2024-01-12,59,Pagamento de terceiros - FACEMS/DOU CALU,,0,,01/2024,0,0,,,,1555,,,,,,,,,,,
2,2312,99,2024-01-12,84.55,Pagamento de terceiros - FACEMS/ITAQ KEL,,0,,01/2024,0,0,,,,1556,,,,,,,,,,,
2,2313,4,2024-01-12,1600,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,642,1,2024-01-12,PIX_CRED  90100,1600,+,3
2,2314,99,2024-01-12,1200,Formatura LOCAÇAO SINDICATO PROFESSORES,,0,,01/2024,0,0,,,,1557,,,,,,1,2024-01-12,PIX_DEB   03905,1200,-,3
2,2315,4,2024-01-12,759,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,643,1,2024-01-12,PIX_CRED  35039,759,+,3
2,2316,99,2024-01-15,150,Manutenção e conservação predial SOLDA B,,0,,01/2024,0,0,,,,1558,,,,,,1,2024-01-15,PIX_DEB   00658,150,-,3
2,2317,99,2024-01-15,109.9,Direitos de uso de softwares ASSINATURA ,,0,,01/2024,0,0,,,,1559,,,,,,1,2024-01-15,18727053000174,109.9,-,3
2,2318,99,2024-01-15,1327,Pagamento de terceiros - FACEMS/NAV TUTO,,0,,01/2024,0,0,,,,1560,,,,,,1,2024-01-15,PIX_DEB   63955,1327,-,3
2,2319,99,2024-01-15,1165.12,Pagamento de terceiros - FACEMS/NAV TUTO,,0,,01/2024,0,0,,,,1561,,,,,,1,2024-01-15,PIX_DEB   90100,1165.12,-,3
2,2320,99,2024-01-15,174.53,Manutenção e conservação predial e conte,,0,,01/2024,0,0,,,,1562,,,,,,1,2024-01-15,238910493 15575,174.53,-,3
2,2321,99,2024-01-15,464,Manutenção e conserv. equipamentos CONSE,,0,,01/2024,0,0,,,,1563,,,,,,1,2024-01-15,CX151910  15622,464,-,3
2,2322,99,2024-01-15,640,Pagamento de terceiros - FACEMS/ITAQ COM,,0,,01/2024,0,0,,,,1564,,,,,,1,2024-01-15,PIX_DEB   58282,640,-,3
2,2323,99,2024-01-15,70,Pagamento de terceiros - CEI/ITAQ EXAMES,,0,,01/2024,0,0,,,,1565,,,,,,1,2024-01-15,CX174712  07699,70,-,3
2,2324,99,2024-01-15,43.21,Pagamento de terceiros - FACEMS/DOU MARI,,0,,01/2024,0,0,,,,1566,,,,,,1,2024-01-15,38733648000140,43.21,-,3
2,2325,99,2024-01-15,43.21,Pagamento de terceiros - FACEMS/DOU KARI,,0,,01/2024,0,0,,,,1567,,,,,,,,,,,
2,2326,99,2024-01-15,59,Pagamento de terceiros - FACEMS/DOU CHAR,,0,,01/2024,0,0,,,,1568,,,,,,,,,,,
2,2327,99,2024-01-15,59,Pagamento de terceiros - FACEMS/DOU JAMI,,0,,01/2024,0,0,,,,1569,,,,,,,,,,,
2,2328,99,2024-01-15,59,Pagamento de terceiros - FACEMS/DOU MILE,,0,,01/2024,0,0,,,,1570,,,,,,,,,,,
2,2329,99,2024-01-15,59,Pagamento de terceiros - FACEMS/DOU KALI,,0,,01/2024,0,0,,,,1571,,,,,,,,,,,
2,2330,4,2024-01-16,20554.68,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,644,1,2024-01-16,503858223 -1,20554.68,+,3
2,2331,4,2024-01-16,1750.71,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,645,1,2024-01-16,503858224 -2,1750.71,+,3
2,2332,99,2024-01-16,500,Pagamento de terceiros - CEI/ITAQ MARKET,,0,,01/2024,0,0,,,,1572,,,,,,1,2024-01-16,231002397 18177,500,-,3
2,2333,99,2024-01-16,1334.88,Pagamento de terceiros - FACEMS/DOU MOVE,,0,,01/2024,0,0,,,,1573,,,,,,1,2024-01-16,232024302 11449,1334.88,-,3
2,2334,99,2024-01-16,1435.47,Pagamento de terceiros - CEI/ITAQ HONORA,,0,,01/2024,0,0,,,,1574,,,,,,1,2024-01-16,15044073000152,1435.47,-,3
2,2335,99,2024-01-16,2119.15,Honorário Contábil (CSP) HONORARIOS,,0,,01/2024,0,0,,,,1575,,,,,,,,,,,
2,2336,99,2024-01-16,2206.1,Pagamento de terceiros - FACEMS/NAV PLAN,,0,,01/2024,0,0,,,,1576,,,,,,1,2024-01-16,63554067000198,2206.1,-,3
2,2337,99,2024-01-16,300,Pagamento de salário (csp) ANA PAULA DOS,,0,,01/2024,0,0,,,,1577,,,,,,1,2024-01-16,CX188718  73442,300,-,3
2,2338,99,2024-01-16,500,Pagamento de salário (csp) THAIS CABRAL ,,0,,01/2024,0,0,,,,1578,,,,,,1,2024-01-16,PIX_DEB   02699,500,-,3
2,2339,99,2024-01-16,830.8,Serviços prestados (csp) SERVIÇOS DE SST,,0,,01/2024,0,0,,,,1579,,,,,,1,2024-01-16,PIX_DEB   44849,830.8,-,3
2,2340,99,2024-01-16,500,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,01/2024,0,0,,,,1580,,,,,,1,2024-01-16,CX194941  05041,500,-,3
2,2341,99,2024-01-16,136.53,Pagamento de terceiros - FACEMS/ITAQ ENE,,0,,01/2024,0,0,,,,1581,,,,,,1,2024-01-16,15413826000150,136.53,-,3
2,2342,99,2024-01-16,1329.19,"Energia elétrica (csp) ENERIGA AGENTINA,",,0,,01/2024,0,0,,,,1582,,,,,,,,,,,
2,2343,99,2024-01-16,169.56,"Energia elétrica (csp) ENERGIA AGENTINA,",,0,,01/2024,0,0,,,,1583,,,,,,,,,,,
2,2344,99,2024-01-16,1010.04,Energia elétrica (csp) ENERGIA CAMPO GRA,,0,,01/2024,0,0,,,,1584,,,,,,,,,,,
2,2345,99,2024-01-16,171.27,Pro-labore ENERGIA CASA DA ELAINE,,0,,01/2024,0,0,,,,1585,,,,,,,,,,,
2,2346,99,2024-01-16,1362.39,Pagamento de terceiros - CN/NAV PLANO DE,,0,,01/2024,0,0,,,,1586,,,,,,,,,,,
2,2347,99,2024-01-16,1470.63,Pagamento de terceiros - FACEMS/DOU AULG,,0,,01/2024,0,0,,,,1587,,,,,,1,2024-01-16,01522309000104,1470.63,-,3
2,2348,99,2024-01-16,1535.25,Pagamento de terceiros - CEI/ITAQ ENERGI,,0,,01/2024,0,0,,,,1588,,,,,,,,,,,
2,2349,99,2024-01-16,1587.09,Manutenção e conservação predial (csp) P,,0,,01/2024,0,0,,,,1589,,,,,,1,2024-01-16,00250421000170,1587.09,-,3
2,2350,99,2024-01-16,3533.31,Pagamento de terceiros - FACEMS/DOU ALUG,,0,,01/2024,0,0,,,,1590,,,,,,1,2024-01-16,233436312 10158,3533.31,-,3
2,2351,99,2024-01-16,140,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,01/2024,0,0,,,,1591,,,,,,1,2024-01-16,PIX_DEB   07653,140,-,3
2,2353,4,2024-01-17,2127.64,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,646,1,2024-01-17,504047789 -24,2127.64,+,4
2,2354,4,2024-01-17,4445.67,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,647,1,2024-01-17,PIX_CRED  08780,4445.67,+,3
2,2355,4,2024-01-17,770,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,648,1,2024-01-17,PIX_CRED  05577,770,+,3
2,2366,99,2024-01-19,10.94,Material de expediente FOGO ATACADISTA,,0,,01/2024,0,0,,,,1601,,,,,,1,2024-01-19,VE0749084 FOGO,10.94,-,3
2,2357,4,2024-01-18,2787.81,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,649,,,,,,
2,2358,99,2024-01-18,100,Despesas de copa BOLO FORMAÇAO PROFESSOR,,0,,01/2024,0,0,,,,1594,,,,,,1,2024-01-18,PIX_DEB   07133,100,-,3
2,2359,99,2024-01-18,8469.88,Outros Materiais Didaticos PARCELAMENTO ,,0,,01/2024,0,0,,,,1595,,,,,,1,2024-01-18,I00125    49323,8469.88,-,3
2,2360,99,2024-01-18,834.48,Pagamento de terceiros - FACEMS/IGUATEMI,,0,,01/2024,0,0,,,,1596,,,,,,1,2024-01-18,FGTS      -30,834.48,-,3
2,2361,4,2024-01-18,2894.05,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,650,1,2024-01-18,CX337479  99277,2894.05,+,3
2,2362,99,2024-01-18,460,Pagamento de terceiros - FACEMS/DOU 2 AP,,0,,01/2024,0,0,,,,1597,,,,,,1,2024-01-18,PIX_DEB   39083,460,-,3
2,2367,4,2024-01-19,2060,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,651,1,2024-01-19,PIX_CRED  99746,2060,+,3
2,2368,99,2024-01-19,100,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1602,0,,0,,,1,2024-01-19,PIX_DEB   04096,100,-,2
2,2369,99,2024-01-19,1500,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1603,0,,0,,,1,2024-01-19,PIX_DEB   24227,1500,-,2
2,2363,99,2024-01-18,100,Doações REDE FEMENINA,,0,,01/2024,0,0,,,,1598,,,,,,1,2024-01-18,CX538474  05369,100,-,3
2,2364,99,2024-01-18,50,Material de expediente (csp) BLOCO DE NO,,0,,01/2024,0,0,,,,1599,,,,,,1,2024-01-18,PIX_DEB   40051,50,-,3
2,2365,99,2024-01-18,2625,Serviços prestados (csp) SERVIÇOS PSCICO,,0,,01/2024,0,0,,,,1600,,,,,,1,2024-01-18,PIX_DEB   04862,2625,-,3
2,2370,5,2024-01-22,260,RECEBIMENTO PIX SICREDI,,,,01/2024,0,0,0,0,0,0,0,,0,,,1,2024-01-22,CX855144  00401,260,+,2
2,2371,99,2024-01-22,300,PAGAMENTO PIX,,,,01/2024,0,0,0,0,0,1604,0,,0,,,1,2024-01-22,PIX_DEB   45646,300,-,2
2,2372,4,2024-01-22,2572.96,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,652,1,2024-01-22,505548813 -7,2572.96,+,3
2,2373,99,2024-01-22,36.7,Material de expediente (csp) SPRAY TINTA,,0,,01/2024,0,0,,,,1605,,,,,,1,2024-01-22,PIX_DEB   75104,36.7,-,3
2,2374,5,2024-01-22,131.86,RECEBIMENTO PIX,,,,01/2024,0,0,0,0,0,0,0,,0,,,1,2024-01-22,PIX_CRED  13740,131.86,+,2
2,2375,4,2024-01-22,2818.67,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,653,1,2024-01-22,PIX_CRED  59090,2818.67,+,3
2,2376,99,2024-01-22,4000,Aluguel de imóvel (csp) LEAOZINHO-AGUIMA,,0,,01/2024,0,0,,,,1606,,,,,,1,2024-01-22,PIX_DEB   84732,4000,-,3
2,2377,99,2024-01-22,625,Serviços prestados (csp) FOTOS FESTA DO ,,0,,01/2024,0,0,,,,1607,,,,,,1,2024-01-22,PIX_DEB   32628,625,-,3
2,2378,99,2024-01-22,41.01,Pagamento de terceiros - CEI/ITAQ ACEN,,0,,01/2024,0,0,,,,1608,,,,,,1,2024-01-22,03900735000160,41.01,-,3
2,2379,99,2024-01-22,41.01,Pagamento de terceiros - CN/NAV ACEN,,0,,01/2024,0,0,,,,1609,,,,,,,,,,,
2,2380,99,2024-01-22,41.01,Serviços prestados (csp) ACEN,,0,,01/2024,0,0,,,,1610,,,,,,,,,,,
2,2381,99,2024-01-22,99.99,Pagamento de terceiros - FACEMS/NAV INTE,,0,,01/2024,0,0,,,,1611,,,,,,1,2024-01-22,37518828000146,99.99,-,3
2,2382,99,2024-01-22,34.93,Pagamento de terceiros - FACEMS/NAV IP F,,0,,01/2024,0,0,,,,1612,,,,,,,,,,,
2,2383,99,2024-01-22,139.98,Internet (csp) INTERNET,,0,,01/2024,0,0,,,,1613,,,,,,,,,,,
2,2384,4,2024-01-22,948,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,654,1,2024-01-22,PIX_CRED  66817,948,+,3
2,2385,4,2024-01-23,0.98,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,655,1,2024-01-23,506050654 -20,0.98,+,3
2,2386,4,2024-01-23,544.28,Venda Depósito Bancário,,0,,01/2024,0,0,,,,,,,,VD,656,1,2024-01-23,506135055 -21,544.28,+,3
2,2387,99,2024-01-23,145.39,Telefone (csp) TELEFONES FIXO,,0,,01/2024,0,0,,,,1614,,,,,,1,2024-01-23,PIX_DEB   06123,145.39,-,3
2,2388,99,2024-01-23,80,Manutenção e conservação predial (csp) S,,0,,01/2024,0,0,,,,1615,,,,,,1,2024-01-23,PIX_DEB   81363,80,-,3
